approach,f1,mcc,name,pr_auc,precision,recall,roc_auc,std_f1,std_mcc,std_pr_auc,std_precision,std_recall,std_roc_auc
SVM,0.74,0.6193545336,dj-wasabi__ansible-zabbix-proxy,0.8479166667,0.7616666667,0.8466666667,0.8920833333,0.1437898126,0.1849473365,0.0819520947,0.2193487837,0.2441311123,0.1120275574
NB,0.835,0.7341725434,dj-wasabi__ansible-zabbix-proxy,0.899702381,0.8552380952,0.8816666667,0.8583333333,0.173881789,0.2820112746,0.118962544,0.2391140109,0.152834333,0.1613312672
LR,0.7517460317,0.5998431912,dj-wasabi__ansible-zabbix-proxy,0.8352380952,0.7695238095,0.8116666667,0.8704166667,0.1989177065,0.3171200562,0.1618690437,0.2629541746,0.2165448375,0.150928262
RF,0.8238888889,0.7534332514,dj-wasabi__ansible-zabbix-proxy,0.9016666667,0.8616666667,0.8666666667,0.9354166667,0.1524629616,0.1986188479,0.0870863237,0.195512148,0.212916259,0.0739568662
CART,0.8566666667,0.7694266867,dj-wasabi__ansible-zabbix-proxy,0.92125,0.9266666667,0.8283333333,0.8808333333,0.1227463509,0.2309023757,0.0822312542,0.1474222959,0.1760760568,0.1187931208
SVM,0.8485407648,0.8321567938,ansistrano__deploy,0.8938433947,0.8501190476,0.88875,0.9628852911,0.1934306864,0.1936659253,0.1042712349,0.203653527,0.2208376572,0.0512137762
NB,0.7782088745,0.7330288596,ansistrano__deploy,0.8229242408,0.8141666667,0.7795833333,0.9038625681,0.1104243542,0.1359112411,0.0960361361,0.1794880838,0.1302501599,0.0844311694
LR,0.888746115,0.8629987267,ansistrano__deploy,0.9075437915,0.8438690476,0.9620833333,0.9731458288,0.1200185886,0.1525343664,0.096867655,0.170865384,0.0833322917,0.0535189986
RF,0.9065422078,0.8968185889,ansistrano__deploy,0.9333771249,0.9175,0.9329166667,0.9902609087,0.1307537116,0.1285518106,0.0778477734,0.1316534804,0.163405065,0.0266876727
CART,0.9020917971,0.8913665032,ansistrano__deploy,0.9365318868,0.9078571429,0.9233333333,0.9490609365,0.1855198879,0.183974498,0.0886971948,0.1828086183,0.2047966471,0.0997323228
SVM,0.8421052632,0.83376086,dockpack__ansible-vault,0.8881578947,0.8157894737,0.8947368421,0.9577067669,0.3128518333,0.3344218814,0.2317153456,0.3328713326,0.306892205,0.1017124004
NB,0.7109440267,0.6948960155,dockpack__ansible-vault,0.8254385965,0.6837719298,0.8421052632,0.8707706767,0.402831044,0.426267498,0.2585663025,0.426124876,0.3646422753,0.1969483984
LR,0.8245614035,0.815776135,dockpack__ansible-vault,0.8793859649,0.798245614,0.8947368421,0.9332706767,0.3265703591,0.3473775047,0.2382642892,0.3528453572,0.306892205,0.1928364394
RF,0.9298245614,0.9220305624,dockpack__ansible-vault,0.9375,0.9210526316,0.9473684211,0.9661654135,0.2314194028,0.2621009611,0.2136385905,0.244042592,0.2232968783,0.1435479932
CART,0.8947368421,0.8872180451,dockpack__ansible-vault,0.9276315789,0.8947368421,0.8947368421,0.9436090226,0.306892205,0.3296287251,0.2260421387,0.306892205,0.306892205,0.1648143625
SVM,0.85,0.85,DavidWittman__ansible-redis,0.9282142857,0.875,0.85,0.9881944444,0.3068658773,0.3068658773,0.1324123699,0.3112474899,0.3201562119,0.0354846841
NB,0.7116666667,0.6823695467,DavidWittman__ansible-redis,0.7975595238,0.7708333333,0.725,0.8991319444,0.3208106053,0.3607669277,0.2497097167,0.3640770294,0.334477204,0.1406720386
LR,0.9166666667,0.9145497224,DavidWittman__ansible-redis,0.9460714286,0.95,0.925,0.9736111111,0.1443375673,0.1480950321,0.0945309311,0.15,0.1785357107,0.0665942894
RF,0.8816666667,0.8767517299,DavidWittman__ansible-redis,0.9325,0.875,0.925,0.9875,0.2482102603,0.2520488571,0.1245519749,0.2732266052,0.2384848004,0.0544862368
CART,0.8583333333,0.8558450873,DavidWittman__ansible-redis,0.9204761905,0.8916666667,0.875,0.9263888889,0.254269105,0.2571775607,0.1308991234,0.270159418,0.2680951324,0.1341626408
SVM,0.6751875133,0.6714580697,CentOS-PaaS-SIG__linchpin,0.7173044529,0.595467097,0.8128937729,0.9455969267,0.202586187,0.2053262118,0.1724169475,0.2062040933,0.2229842499,0.0743920674
NB,0.1175601611,0.052888767,CentOS-PaaS-SIG__linchpin,0.4759144915,0.0699905722,0.8725457875,0.7675684063,0.0687995395,0.0703050371,0.0930334138,0.0544516493,0.2270170286,0.1027137382
LR,0.5142868745,0.5098873464,CentOS-PaaS-SIG__linchpin,0.5669553925,0.6377106227,0.4637057387,0.8842691506,0.129513084,0.1375806755,0.1332414696,0.215846282,0.1392873245,0.0764937434
RF,0.8682882443,0.8678754221,CentOS-PaaS-SIG__linchpin,0.8842671831,0.8729342879,0.8887973138,0.9876605199,0.1181485789,0.1182554516,0.1036898454,0.1372257538,0.1552790547,0.0245774169
CART,0.8290672328,0.8275987182,CentOS-PaaS-SIG__linchpin,0.8481750395,0.7975856195,0.8918559219,0.9396041387,0.1689408064,0.1722326648,0.1532726596,0.1975706529,0.1722261202,0.0888039729
SVM,0.8,0.7990257816,CSCfi__ansible-role-slurm,0.8901884921,0.7875,0.825,0.9657738095,0.3785938897,0.3820206078,0.2142429626,0.3854785986,0.3799671038,0.0983965661
NB,0.4579761905,0.4555124857,CSCfi__ansible-role-slurm,0.6493725198,0.3327777778,0.85,0.887921627,0.251316009,0.2714535271,0.1690708884,0.2265645195,0.3570714214,0.1490640891
LR,0.7558333333,0.7566912138,CSCfi__ansible-role-slurm,0.8262152778,0.69375,0.925,0.9795535714,0.3074435359,0.3194102999,0.2352388274,0.3557013319,0.2633913438,0.0544237017
RF,0.9125,0.9087449179,CSCfi__ansible-role-slurm,0.938764881,0.8958333333,0.95,0.9828571429,0.2385939717,0.2549823669,0.1733690188,0.2626983378,0.2179449472,0.0680869126
CART,0.9125,0.9091565026,CSCfi__ansible-role-slurm,0.9385912698,0.8958333333,0.95,0.9667361111,0.2385939717,0.2546042866,0.1737487833,0.2626983378,0.2179449472,0.119053766
SVM,0.6644696213,0.6603404853,gluster__gdeploy,0.7732898916,0.6923160173,0.6553030303,0.9033672448,0.3685636193,0.3729404985,0.217304006,0.3913106988,0.3623444667,0.1590710762
NB,0.1145906981,0.0766228208,gluster__gdeploy,0.521067811,0.0613347562,0.9794372294,0.5705654046,0.0393229663,0.0424576069,0.0255918594,0.0216166198,0.0519142206,0.0413793639
LR,0.2550294046,0.3350135034,gluster__gdeploy,0.5291715533,0.8213957759,0.1945887446,0.6909449336,0.1282612984,0.1730382331,0.209418409,0.3791016315,0.1944448326,0.1366042901
RF,0.8542694679,0.857007587,gluster__gdeploy,0.8754775132,0.8642857143,0.8798701299,0.9948348443,0.1743901083,0.1670340491,0.1468161411,0.1857350971,0.1885012978,0.0141233535
CART,0.7942549874,0.8056489641,gluster__gdeploy,0.8401380799,0.820995671,0.8506493506,0.9208242177,0.203430188,0.1769798508,0.1351372921,0.1962433685,0.2329732421,0.1151135524
SVM,0.8748366013,0.8526958697,Oefenweb__ansible-supervisor,0.9101112667,0.8496732026,0.9379084967,0.9611111111,0.2405597265,0.2943849132,0.179050939,0.2786031567,0.2112334982,0.0972198879
NB,0.4187208217,0.3740891554,Oefenweb__ansible-supervisor,0.6526455026,0.3294117647,0.8986928105,0.8454248366,0.2722643527,0.2847572924,0.1674609013,0.3095711461,0.2859803903,0.1465546004
LR,0.8977124183,0.8754691604,Oefenweb__ansible-supervisor,0.9204598506,0.8725490196,0.9575163399,0.9723856209,0.201843886,0.2656892662,0.1702535595,0.2460764784,0.1645060516,0.0836674706
RF,0.9424836601,0.9362825187,Oefenweb__ansible-supervisor,0.9599089636,0.9346405229,0.977124183,0.9901960784,0.1195631904,0.1300350932,0.0856466482,0.1652832499,0.0934663376,0.0355744135
CART,0.9366013072,0.9310758498,Oefenweb__ansible-supervisor,0.9600023343,0.9385620915,0.9705882353,0.9718954248,0.1485228505,0.1579347618,0.0925345749,0.174816748,0.1221890137,0.0715902615
SVM,0.9614035088,0.933265832,rvm__rvm1-ansible,0.9692982456,0.9385964912,1.0,1.0,0.0925677611,0.1541159595,0.0726006375,0.1452012751,0.0,0.0
NB,0.9368421053,0.9069500425,rvm__rvm1-ansible,0.9583333333,0.9298245614,0.9736842105,0.951754386,0.1251407333,0.1808446247,0.0844227042,0.1650428748,0.1116484391,0.0948829283
LR,0.9719298246,0.9555105547,rvm__rvm1-ansible,0.9780701754,0.9561403509,1.0,1.0,0.0846479865,0.1297079078,0.0653494054,0.1306988108,0.0,0.0
RF,0.9649122807,0.9251236984,rvm__rvm1-ansible,0.9736842105,0.9473684211,1.0,1.0,0.1022974017,0.2375433528,0.0767230512,0.1534461025,0.0,0.0
CART,0.9385964912,0.8596491228,rvm__rvm1-ansible,0.9561403509,0.9122807018,1.0,0.9298245614,0.1452012751,0.3300857495,0.1024852758,0.2049705517,0.0,0.1650428748
SVM,0.9019607843,0.8896569979,oVirt__ovirt-ansible-vm-infra,0.9213235294,0.9117647059,0.9117647059,0.9831932773,0.2495670992,0.2837414769,0.2247451459,0.2564058202,0.2564058202,0.0460271057
NB,0.7254901961,0.6870383146,oVirt__ovirt-ansible-vm-infra,0.7901960784,0.6833333333,0.8823529412,0.9051120448,0.3664936154,0.4126543465,0.3086178509,0.4010199415,0.3221897397,0.1766761064
LR,0.8333333333,0.8188261658,oVirt__ovirt-ansible-vm-infra,0.8848039216,0.8137254902,0.8823529412,0.9600840336,0.3333333333,0.3611704284,0.2447485253,0.3518501656,0.3221897397,0.0899198931
RF,0.8921568627,0.8882542631,oVirt__ovirt-ansible-vm-infra,0.9458333333,0.9019607843,0.9117647059,0.9831932773,0.2616012562,0.265703221,0.1272188686,0.2745098039,0.2564058202,0.0672268908
CART,0.8823529412,0.8777458692,oVirt__ovirt-ansible-vm-infra,0.9360294118,0.8823529412,0.9117647059,0.9474789916,0.2541466941,0.2583545296,0.1258706702,0.2727534852,0.2564058202,0.1273740033
SVM,0.9517006803,0.952543812,Oefenweb__ansible-percona-server,0.9716304104,0.9489795918,0.9693877551,0.9679300292,0.1689048659,0.1665862814,0.0892570276,0.1850540205,0.1567580765,0.1567987383
NB,0.8023809524,0.803731154,Oefenweb__ansible-percona-server,0.8606656948,0.7359086492,0.9591836735,0.965765527,0.2252738319,0.225097236,0.1432610825,0.2813860026,0.1701360408,0.0914262332
LR,0.8638596098,0.8593862804,Oefenweb__ansible-percona-server,0.9041708292,0.8169758813,0.9897959184,0.9610500044,0.2231275624,0.2394986434,0.1558481591,0.2869605803,0.0706959513,0.1075877119
RF,0.9659863946,0.9664977213,Oefenweb__ansible-percona-server,0.981834492,0.9693877551,0.9693877551,1.0,0.1542283544,0.1532534667,0.0748812246,0.1567580765,0.1567580765,0.0
CART,0.9755102041,0.9759491724,Oefenweb__ansible-percona-server,0.9820774464,0.9727891156,0.9897959184,0.9925898931,0.083781248,0.0816479881,0.0609092031,0.1083107709,0.0706959513,0.0361675683
SVM,0.5826587302,0.4687554295,DataDog__ansible-datadog,0.6985714286,0.5054166667,0.875,0.8303571429,0.3090688837,0.3899118415,0.2593075634,0.3445838372,0.3112474899,0.2229248918
NB,0.5076190476,0.3648594878,DataDog__ansible-datadog,0.6419636613,0.4295454545,0.8,0.78625,0.2586569183,0.3191237157,0.2362434954,0.2786645396,0.335824028,0.2295670513
LR,0.6462637363,0.6092759724,DataDog__ansible-datadog,0.7387980769,0.5741666667,0.8833333333,0.849047619,0.3217449493,0.3446812756,0.2729446132,0.357750495,0.3032234233,0.2581158839
RF,0.7138095238,0.6627582535,DataDog__ansible-datadog,0.8192445055,0.6491666667,0.875,0.9323809524,0.2917493566,0.2903225993,0.1493498089,0.3229411281,0.3112474899,0.1391307644
CART,0.7397619048,0.6958323556,DataDog__ansible-datadog,0.8191666667,0.705,0.9,0.8760119048,0.2738251548,0.3068139391,0.2259870326,0.3266879245,0.2603416559,0.1597103897
SVM,0.911318972,0.9073607026,automium__service-kubernetes,0.9334687688,0.9132936508,0.931547619,0.9810699279,0.2058354235,0.218253462,0.1618165047,0.2241648192,0.2078011911,0.0794587348
NB,0.7546674225,0.7333955952,automium__service-kubernetes,0.8135844918,0.7119331066,0.8988095238,0.9512959828,0.2434017628,0.2479834976,0.1887521461,0.2927608575,0.1920507834,0.0818884556
LR,0.8783764516,0.8745469552,automium__service-kubernetes,0.9062184203,0.8428287982,0.9662698413,0.9699731234,0.1883718468,0.1875982529,0.1403329243,0.2339914172,0.1227435542,0.0807571358
RF,0.957095616,0.957983174,automium__service-kubernetes,0.9698652592,0.9566609977,0.9801587302,0.9953121892,0.1208745154,0.1145098915,0.080703074,0.1459994448,0.090577081,0.0290546888
CART,0.9510393046,0.9491366361,automium__service-kubernetes,0.9628641254,0.9416666667,0.9811507937,0.9842523771,0.1162922489,0.1208432516,0.0870583684,0.1533251378,0.0875436309,0.0513810709
SVM,0.0230452675,0.0305848983,openstack__openstack-ansible,0.4969504417,0.0925925926,0.0133744856,0.6391200275,0.0652753253,0.0958969983,0.138514191,0.2734226493,0.0378916602,0.1731036035
NB,0.1397154817,0.0421304255,openstack__openstack-ansible,0.5169542948,0.0761914311,0.915755438,0.5310288522,0.0488833312,0.0579713556,0.046749389,0.0279577104,0.2024028764,0.0673316346
LR,0.2376953766,0.2156149311,openstack__openstack-ansible,0.4687347196,0.1427604497,0.780002405,0.7709980415,0.0751225224,0.0923323491,0.1191970369,0.0481374912,0.2214453484,0.0943954315
RF,0.5618423515,0.5756137373,openstack__openstack-ansible,0.6534746955,0.7681657848,0.5013975736,0.9119601766,0.2691579698,0.2549854128,0.226007148,0.2980312124,0.2526969826,0.0925490111
CART,0.5609399589,0.5340707981,openstack__openstack-ansible,0.5950645585,0.5426190109,0.6189968468,0.7858356884,0.2270918913,0.2360550477,0.2070619747,0.237716032,0.220774923,0.1200056868
SVM,0.3408272283,0.2199767927,AlbanAndrieu__ansible-jenkins-slave,0.443924554,0.2931318681,0.5375,0.6461984414,0.2475769795,0.3288755179,0.2229272971,0.2365062326,0.3190426217,0.1827712529
NB,0.2369349464,0.0844663386,AlbanAndrieu__ansible-jenkins-slave,0.4540426419,0.1557887438,0.7166666667,0.595151919,0.096017614,0.1643517903,0.1266603967,0.0782558304,0.287711275,0.1346968083
LR,0.1837535014,0.1661175279,AlbanAndrieu__ansible-jenkins-slave,0.5472026334,0.4458333333,0.175,0.5879908085,0.1610795268,0.2400443839,0.1111973773,0.4561120415,0.1672904992,0.1649114506
RF,0.6115079365,0.5839421056,AlbanAndrieu__ansible-jenkins-slave,0.7242342358,0.8221153846,0.56875,0.8454141172,0.284304004,0.3425669386,0.2141062614,0.3257544157,0.2401442709,0.1849178856
CART,0.469047619,0.4085134977,AlbanAndrieu__ansible-jenkins-slave,0.5684790422,0.5246527778,0.5541666667,0.7063558819,0.1952961586,0.2499059018,0.1721609441,0.3057620436,0.2185415674,0.1451442413
SVM,0.6150537634,0.6112145475,StackStorm__ansible-st2,0.7355001046,0.6592165899,0.6220430108,0.8985668814,0.3738759943,0.3761163224,0.2603590332,0.4128454323,0.3836110984,0.1461557037
NB,0.1936621102,0.1718579886,StackStorm__ansible-st2,0.5179644068,0.1180537097,0.9107526882,0.6558158819,0.1586926379,0.1492152881,0.1237074205,0.1102830361,0.2170405536,0.0925129415
LR,0.3444309089,0.3653836217,StackStorm__ansible-st2,0.5810553845,0.2429711151,0.8758064516,0.9210350204,0.1977950882,0.1719569098,0.106349627,0.1834136974,0.2308950447,0.1132643484
RF,0.8058371736,0.8055704531,StackStorm__ansible-st2,0.8445965525,0.8114695341,0.8639784946,0.9469645557,0.1885839562,0.1964203324,0.1614738999,0.2442975099,0.2055282892,0.1130843942
CART,0.7745391705,0.7693590723,StackStorm__ansible-st2,0.8146963295,0.7361890797,0.8801075269,0.9223905558,0.2194135304,0.2314667398,0.1883726327,0.2702903665,0.1957166481,0.1131932917
SVM,1.0,1.0,plone__ansible.plone_server,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NB,0.9627906977,0.9570545366,plone__ansible.plone_server,0.9738372093,0.9476744186,1.0,0.9843023256,0.1214063377,0.1396843953,0.0833445999,0.1666891998,0.0,0.0541915358
LR,1.0,1.0,plone__ansible.plone_server,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RF,1.0,1.0,plone__ansible.plone_server,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,1.0,1.0,plone__ansible.plone_server,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SVM,0.8392857143,0.8342583994,Graylog2__graylog-ansible-role,0.9091666667,0.81,0.95,0.9744444444,0.2999314926,0.3054049481,0.1605956793,0.3396239751,0.2179449472,0.0629618736
NB,0.8467857143,0.8349315854,Graylog2__graylog-ansible-role,0.8931547619,0.8279761905,0.95,0.9311111111,0.3133058996,0.3454087971,0.2355705054,0.3463953306,0.2179449472,0.1551025149
LR,0.9166666667,0.9149561099,Graylog2__graylog-ansible-role,0.9425,0.885,1.0,0.99,0.1787300882,0.1812603566,0.1186117616,0.2372235233,0.0,0.0435889894
RF,0.9,0.8844444444,Graylog2__graylog-ansible-role,0.9066666667,0.9,0.9,0.9844444444,0.3,0.34695145,0.2800495988,0.3,0.3,0.0487371382
CART,0.9583333333,0.9570815305,Graylog2__graylog-ansible-role,0.9708333333,0.9416666667,1.0,0.9894444444,0.127747581,0.1302225288,0.0884865024,0.1769730048,0.0,0.0317153622
SVM,0.7452380952,0.6524986339,dj-wasabi__ansible-zabbix-server,0.8506324405,0.78125,0.7604166667,0.8125,0.3277162785,0.4028076034,0.2271337892,0.3292391798,0.3594882068,0.2864109809
NB,0.7617559524,0.6614946221,dj-wasabi__ansible-zabbix-server,0.8673735119,0.8385416667,0.71875,0.8169642857,0.3048228975,0.3595001268,0.2216511956,0.3313335193,0.3130204,0.244713631
LR,0.7911210317,0.6619340661,dj-wasabi__ansible-zabbix-server,0.8503348214,0.8416666667,0.7708333333,0.8757440476,0.2428310785,0.3593121162,0.2246341714,0.2651650429,0.2610409185,0.1723606826
RF,0.8318452381,0.7414787566,dj-wasabi__ansible-zabbix-server,0.8777901786,0.8541666667,0.8489583333,0.9267113095,0.2685135806,0.3880000966,0.2301921935,0.2676090121,0.2949498986,0.1722301493
CART,0.8157738095,0.709300539,dj-wasabi__ansible-zabbix-server,0.8836309524,0.8364583333,0.859375,0.8519345238,0.1859314112,0.2741651964,0.1171685784,0.2210469682,0.1903002699,0.1337941621
SVM,0.9041666667,0.8318375673,idealista__java_role,0.9427083333,0.9166666667,0.9375,0.9375,0.1452368755,0.2808551138,0.0906609124,0.1767766953,0.1653594569,0.1397542486
NB,0.9166666667,0.8485843918,idealista__java_role,0.9453125,0.9375,0.90625,0.921875,0.1767766953,0.3365083406,0.1247556205,0.1653594569,0.1951561874,0.1704486268
LR,0.8875,0.7957531755,idealista__java_role,0.9296875,0.90625,0.90625,0.9375,0.182145775,0.3980496833,0.1256223656,0.2038581853,0.1951561874,0.1397542486
RF,0.89375,0.8318375673,idealista__java_role,0.9348958333,0.9166666667,0.90625,0.96875,0.1663408273,0.2808551138,0.1102088748,0.1767766953,0.1951561874,0.0826797285
CART,0.9354166667,0.8846687836,idealista__java_role,0.9583333333,0.9479166667,0.9375,0.9375,0.1445629188,0.2674468357,0.0988211769,0.1409140548,0.1653594569,0.1397542486
SVM,0.7506140822,0.6885985962,dockpack__ansible-consul,0.824227719,0.7625657258,0.8372961513,0.8890005004,0.1966786289,0.2234656474,0.1429117203,0.2538426491,0.2189613701,0.1521241458
NB,0.5102793706,0.4316440912,dockpack__ansible-consul,0.6978609645,0.7122071992,0.5260437052,0.8153153347,0.2308845671,0.2552414845,0.1729214147,0.285820955,0.3252861848,0.1067541978
LR,0.7939137917,0.7286195416,dockpack__ansible-consul,0.8416088018,0.7764459665,0.8701484018,0.926733104,0.2030203798,0.2436886334,0.1612347309,0.2554841806,0.1617449668,0.1025269454
RF,0.8819461003,0.8450075509,dockpack__ansible-consul,0.9143598575,0.9056153512,0.8897341813,0.9751286425,0.1265865646,0.1592136239,0.0942254889,0.1662118865,0.1334140578,0.0470876736
CART,0.8699232878,0.8291084889,dockpack__ansible-consul,0.9017143549,0.883838878,0.8867661448,0.941196651,0.1343973832,0.1633724082,0.1063040088,0.1764098077,0.1343048104,0.0768567678
SVM,0.0823407619,0.1514432482,redhat-cop__infra-ansible,0.4604808673,0.0437502979,0.8747165533,0.8536583138,0.0327068627,0.0433634089,0.0722245002,0.0180451221,0.1531378409,0.1131721185
NB,0.0469576949,0.0552395244,redhat-cop__infra-ansible,0.4518393921,0.0267157897,0.8747165533,0.586739042,0.0633669585,0.0719031296,0.0809844851,0.0418062329,0.1794367688,0.0888422103
LR,0.0797432386,0.1365837528,redhat-cop__infra-ansible,0.4261939645,0.0426946429,0.8071428571,0.7508944315,0.0431134693,0.0680141591,0.1280408317,0.0242961512,0.2510925269,0.2260485
RF,0.5892690643,0.6055658119,redhat-cop__infra-ansible,0.6686728288,0.587244898,0.6734693878,0.9594841555,0.2740818403,0.2764532051,0.2249384861,0.3233234737,0.3304575378,0.0711248218
CART,0.5601880146,0.5840777343,redhat-cop__infra-ansible,0.6295568881,0.4534715285,0.802154195,0.8949638491,0.1730283104,0.1606211419,0.1472093326,0.1737101696,0.1918990761,0.0982768793
SVM,0.2098147024,0.2142692668,pulp__ansible-pulp,0.5600575328,0.1201150656,1.0,0.9022313636,0.0913713349,0.1212762226,0.0285559785,0.057111957,0.0,0.0896385734
NB,0.4243867244,0.4169634014,pulp__ansible-pulp,0.5253568271,0.3761904762,0.6476190476,0.8557510062,0.1586354171,0.154655175,0.1367500893,0.2084727425,0.2376185705,0.0890358436
LR,0.3833499833,0.3844018088,pulp__ansible-pulp,0.516825457,0.3326530612,0.6738095238,0.8289160134,0.1235413553,0.1152611344,0.0926829771,0.1871744392,0.238689734,0.1320085546
RF,0.5436817151,0.5435344103,pulp__ansible-pulp,0.6007617383,0.5488095238,0.6285714286,0.9603207396,0.3426328257,0.3510354014,0.3278850315,0.2968227442,0.4333071682,0.0619992602
CART,0.5971055089,0.605850575,pulp__ansible-pulp,0.7104016673,0.4982758621,0.9142857143,0.8999791381,0.2185372668,0.2280522252,0.1371316737,0.2554845426,0.1456862718,0.1269240619
SVM,0.1892677257,0.2144331836,openstack__tripleo-quickstart-extras,0.5195710404,0.1172670807,0.9166666667,0.7488425926,0.1555598605,0.1447399784,0.0109996118,0.1001242236,0.0833333333,0.043287037
NB,0.1127314815,0.1452668914,openstack__tripleo-quickstart-extras,0.5108909897,0.0608444794,0.9583333333,0.8155092593,0.0502314815,0.0032764329,0.0052380426,0.0285864149,0.0416666667,0.0115740741
LR,0.1207469431,0.1430049547,openstack__tripleo-quickstart-extras,0.4947066892,0.0675383785,0.9166666667,0.83125,0.0812732589,0.0542023306,0.0153604249,0.0474041503,0.0833333333,0.0256944444
RF,0.1563396443,0.2014643957,openstack__tripleo-quickstart-extras,0.5252987053,0.0896599107,0.9583333333,0.8146990741,0.1087205967,0.0910328696,0.0131035834,0.0652696668,0.0416666667,0.0216435185
CART,0.1375268817,0.176142033,openstack__tripleo-quickstart-extras,0.4995336563,0.0771923126,0.9166666667,0.7618055556,0.0775268817,0.0389763194,0.0159302612,0.0462644775,0.0833333333,0.0423611111
SVM,0.9298245614,0.918394197,caktus__tequila-django,0.9578947368,0.9473684211,0.9473684211,1.0,0.1358941525,0.158028958,0.0847025102,0.1534461025,0.1534461025,0.0
NB,0.850877193,0.8346177912,caktus__tequila-django,0.9192982456,0.8596491228,0.8947368421,0.9342105263,0.258734758,0.274486734,0.1292424122,0.287473151,0.2605130246,0.1305883766
LR,0.9298245614,0.918394197,caktus__tequila-django,0.9631578947,0.9736842105,0.9210526316,1.0,0.1358941525,0.158028958,0.0740591962,0.1116484391,0.1823211376,0.0
RF,0.9473684211,0.9387956477,caktus__tequila-django,0.9710526316,0.9736842105,0.9473684211,1.0,0.1215474251,0.141345397,0.0694258208,0.1116484391,0.1534461025,0.0
CART,0.9298245614,0.918394197,caktus__tequila-django,0.9631578947,0.9736842105,0.9210526316,0.9539473684,0.1358941525,0.158028958,0.0740591962,0.1116484391,0.1823211376,0.0925739953
SVM,0.6065843621,0.5815958489,ANXS__postgresql,0.7589449645,0.6913580247,0.5765432099,0.871279779,0.338765872,0.3544731238,0.1808462492,0.3867765481,0.3537936455,0.1802417833
NB,0.4273558746,0.361048608,ANXS__postgresql,0.5341073536,0.4308294586,0.5925925926,0.8029702422,0.2550573995,0.2765136193,0.2663272551,0.3364729241,0.3609923831,0.1077783041
LR,0.7382716049,0.7108298149,ANXS__postgresql,0.7842886537,0.699382716,0.8518518519,0.9343731115,0.2726479663,0.3058434759,0.2520004846,0.3082033921,0.2986021388,0.1642064924
RF,0.7968599786,0.7662983409,ANXS__postgresql,0.8536731787,0.7697530864,0.8888888889,0.9845136345,0.2768318553,0.3226383919,0.2062813118,0.3144672494,0.2832788619,0.050208107
CART,0.7948317599,0.7633043495,ANXS__postgresql,0.8549235744,0.7216049383,0.9444444444,0.9214221992,0.2383129925,0.2830282071,0.1488155107,0.2834899645,0.2078698548,0.1355007987
SVM,0.6346666667,0.6103271311,dj-wasabi__ansible-zabbix-agent,0.7947157287,0.7,0.6466666667,0.8805079365,0.33710928,0.3484228756,0.170217406,0.3741657387,0.3780652501,0.1817872803
NB,0.6562539683,0.6037615154,dj-wasabi__ansible-zabbix-agent,0.7895165945,0.6963492063,0.74,0.8569206349,0.2903500741,0.319598946,0.164619034,0.3509249198,0.3234535859,0.1919948087
LR,0.7091428571,0.6648498509,dj-wasabi__ansible-zabbix-agent,0.7804922855,0.706,0.8133333333,0.9288888889,0.2617226033,0.303566226,0.2382410806,0.3204469101,0.3066666667,0.1016408589
RF,0.8876190476,0.878566621,dj-wasabi__ansible-zabbix-agent,0.9264285714,0.91,0.92,0.9877777778,0.1540857022,0.1643459196,0.1015592719,0.1854723699,0.1833030278,0.0369183283
CART,0.760952381,0.7261745869,dj-wasabi__ansible-zabbix-agent,0.839968254,0.74,0.9133333333,0.8848888889,0.2058729547,0.234540175,0.1359985198,0.288020061,0.1833030278,0.1141097587
SVM,0.9674796748,0.9683898715,fgci-org__fgci-ansible,0.9756097561,0.9512195122,1.0,0.9977827051,0.0989067078,0.0961433643,0.0741800309,0.1483600617,0.0,0.0140234043
NB,0.9593495935,0.9606187774,fgci-org__fgci-ansible,0.9695121951,0.9390243902,1.0,0.9960405448,0.1090764867,0.1056780585,0.081807365,0.1636147301,0.0,0.0121379099
LR,0.9756097561,0.9761609655,fgci-org__fgci-ansible,0.9817073171,0.9634146341,1.0,0.9977827051,0.0868055142,0.0848437454,0.0651041357,0.1302082714,0.0,0.0140234043
RF,0.9837398374,0.9841073104,fgci-org__fgci-ansible,0.987804878,0.9756097561,1.0,0.9977827051,0.0718029339,0.0701802172,0.0538522004,0.1077044008,0.0,0.0140234043
CART,0.9837398374,0.9841073104,fgci-org__fgci-ansible,0.987804878,0.9756097561,1.0,0.9977827051,0.0718029339,0.0701802172,0.0538522004,0.1077044008,0.0,0.0097913092
SVM,0.4355555556,0.4238647909,openstack__openstack-ansible-rabbitmq_server,0.5825825543,0.4074074074,0.5333333333,0.7188023088,0.4533769042,0.4721258088,0.3818184082,0.4488974452,0.4988876516,0.3667041697
NB,0.2788245088,0.2956099827,openstack__openstack-ansible-rabbitmq_server,0.4958504298,0.1794227994,0.7333333333,0.7904263789,0.2064682834,0.2506273603,0.2425972618,0.1465707035,0.4422166387,0.2455221127
