id,full_name,comments_ratio,commit_frequency,core_contributors,has_ci,has_license,iac_ratio,issue_frequency,release_count,repository_size
115393489,robertdebock/ansible-role-rsyslog,0.0652,7.23,1,True,True,0.6538,0,29,502
110834905,robertdebock/ansible-role-ruby,0.0319,6.94,1,True,True,0.55,0,28,334
114810589,robertdebock/ansible-role-rundeck,0.0567,10.17,1,True,True,0.6786,0,34,716
111432989,robertdebock/ansible-role-scl,0.0284,5.94,1,True,True,0.55,0,26,342
153081538,robertdebock/ansible-role-selinux,0.0443,7.96,1,True,True,0.625,0.16,34,496
171728602,robertdebock/ansible-role-service,0.0515,10.52,1,True,True,0.6154,0,34,663
144763713,robertdebock/ansible-role-skeleton,0.0385,5.22,1,True,True,0.72,0,39,75
156494511,robertdebock/ansible-role-snort,0.031,7.68,1,True,True,0.64,0,20,407
116292624,robertdebock/ansible-role-spamassassin,0.0297,7.24,1,True,True,0.6296,0,29,457
163620169,robertdebock/ansible-role-squid,0.1244,10.36,1,True,True,0.6,0,25,570
172780207,robertdebock/ansible-role-storage,0.061,8.3,1,True,True,0.6786,0,20,785
185619219,robertdebock/ansible-role-stratis,0.0516,8,1,True,True,0.5909,0,17,441
196795131,robertdebock/ansible-role-subversion,0.032,8.31,1,True,True,0.5909,0,13,363
133569478,robertdebock/ansible-role-sudo-pair,0.0361,8.7,1,True,True,0.64,0,26,508
198961147,robertdebock/ansible-role-sysctl,0.0366,9.33,1,True,True,0.6087,0,16,395
134515017,robertdebock/ansible-role-terraform,0.0347,6.47,1,True,True,0.625,0,27,390
110265085,robertdebock/ansible-role-tftpd,0.0323,7.86,1,True,True,0.625,0,24,390
115107997,robertdebock/ansible-role-tomcat,0.0288,10.77,1,True,True,0.7,0.09,43,978
163733085,robertdebock/ansible-role-travis,0.0302,7.14,1,True,True,0.5714,0,22,353
198646854,robertdebock/ansible-role-ulimit,0.0352,9.33,1,True,True,0.6087,0,14,439
112243090,robertdebock/ansible-role-update,0.0359,8.92,1,True,True,0.6087,0,33,483
196833440,robertdebock/ansible-role-update_package_cache,0.0289,7.69,1,True,True,0.5263,0,14,336
146475559,robertdebock/ansible-role-users,0.0197,9.46,1,True,True,0.5294,0,42,845
165272807,robertdebock/ansible-role-vagrant,0.0323,8.5,1,True,True,0.6087,0,24,420
110282796,robertdebock/ansible-role-xinetd,0.0307,6.89,1,True,True,0.5714,0,28,347
180502565,robertdebock/ansible-role-y,0.0381,7.89,1,True,True,0.56,0,6,454
118034177,robertdebock/ansible-role-zabbix,0.0445,11.48,1,True,True,0.5769,0,28,773
162598912,robertdebock/ansible-role-zabbix_agent,0.0358,7.57,1,True,True,0.6154,0,20,458
162869649,robertdebock/ansible-role-zabbix_proxy,0.0301,7.26,1,True,True,0.6154,0,18,451
162596850,robertdebock/ansible-role-zabbix_repository,0.0359,7.39,1,True,True,0.64,0,25,430
162628011,robertdebock/ansible-role-zabbix_server,0.0327,8.83,1,True,True,0.5926,0,25,532
162672461,robertdebock/ansible-role-zabbix_web,0.0436,8.87,1,True,True,0.6154,0,19,592
229380766,robertdebock/galaxy-action,0,1.1,1,False,False,0.5,0,5,82
229093006,robertdebock/molecule-action,0,7.11,1,False,False,0.5,0,21,118
47841554,RocketChat/Rocket.Chat.Ansible,0.0448,4.55,2,True,True,0.6739,0.64,13,1237
47439383,rocknsm/rock,0.1144,14.23,5,False,True,0.6056,3.62,20,5411
18852165,roots/trellis,0.0587,19.04,4,False,True,0.7232,2.71,22,3878
106463810,rubrikinc/rubrik-modules-for-ansible,0.0656,13.5,5,False,True,0.0182,1.68,2,6568
19408536,rvm/rvm1-ansible,0.0627,3.23,6,True,True,0.3548,1.95,34,732
81905926,ryandaniels/ansible-role-create-users,0.1175,1.41,3,True,True,0.6,0,2,586
50594414,sansible/php,0.018,0.76,4,True,True,0.7188,0,32,600
219513091,saubermacherag/ansible-playbook-docker-action,0.0359,2.78,2,False,False,0.5,0,4,215
67062155,savoirfairelinux/ansible-nexus3-oss,0.0289,5.08,5,False,True,0.5119,1.45,11,2416
129796960,sbaerlocher/ansible.domain-membership,0.1193,0.52,1,True,True,0.8333,0,2,155
192226958,sbaerlocher/ansible.wmi_exporter,0.1036,2.5,2,True,False,0.8889,0,5,277
135566897,sbaudoin/sonar-ansible,0.1769,3.72,1,True,True,0.1058,0.77,5,2959
151876114,scadu/ansible-workstation,0.0679,12.6,2,True,True,0.7647,0,6,782
109268416,searchmetrics/ansible-role-docker-clickhouse,0.0418,2.52,2,True,True,0.6552,0,7,710
30851976,sensu-plugins/sensu-plugins-ansible,0.1691,1.69,4,True,True,0.1429,0.05,10,231
35729277,sensu/sensu-ansible,0.0425,8.77,4,True,True,0.7903,0.23,21,3781
200072543,sensu/sensu-go-ansible,0.0398,18.26,5,False,False,0.3828,1.47,16,13292
18191680,servergrove/ansible-symfony2,0.1976,1.5,5,True,True,0.8333,0.07,11,609
183926218,shadowguardian507-irl/playbook-pack-init,0.0501,5.8,2,False,True,0.1364,0.1,2,1100
60085496,SimpliField/ansible-rabbitmq,0.0388,0.36,2,True,False,0.7,0,7,223
104314535,sitewards/ansible-role-lets-encrypt,0.332,1.04,4,False,False,0.7222,0,3,328
114776774,sitewards/ansible-role-magento-2,0.3479,1.52,3,False,True,0.875,0,9,461
156169984,sjqzhang/ops_channel,0,2.24,1,False,False,0,0,4,5
236051882,sky-uk/clusterverse,0.0958,3.38,3,False,True,0.7614,0.67,10,2671
220266246,Smile-SA/ansible-vault-manager,0.0227,4.71,1,False,False,0,0,3,604
125180845,snowdrop/k8s-infra,0.0831,47,2,False,False,0.752,1.37,7,7407
150246845,SoftwareForScience/jiskefet-deploy,0.0429,21.92,3,False,True,0.3968,0,5,7391
46844291,solita/ansible-role-solita.jenkins,0.0734,3,2,False,True,0.3684,0.07,10,896
126203533,solutionDrive/docker-aws-packer-ansible,0.0829,4.5,3,True,True,0.1111,0,2,166
83342847,spk83/ansible-gitlab-config,0.4208,0.56,2,True,True,0.7333,0,3,212
148547478,splunk/splunk-ansible,0.0511,50.81,5,False,False,0.7978,1.27,20,10194
140813894,spottmedia/ansible-ssh-login-notifications,0.083,2,2,True,True,0.55,0.07,9,409
61387934,SpringerPE/bosh-ansible-inventory,0.122,0.9,1,False,True,0,0,9,432
45568524,stackbuilders/sb-debian-base,0.0096,3.08,4,True,True,0.6176,0.33,33,930
141720277,stackhpc/ansible-role-beegfs,0.0424,10.24,3,True,False,0.7143,0.12,9,1175
97966471,stackhpc/ansible-role-cluster-infra,0.0389,2.64,4,True,True,0.8824,0,9,1408
166386817,stackhpc/ansible-role-cluster-nfs,0.0904,2.31,4,True,True,0.6667,0,2,151
136032947,stackhpc/ansible-role-dell-powerconnect-switch,0.0854,1.59,4,True,True,0.6,0,3,182
113179788,stackhpc/ansible-role-libvirt-host,0.1426,2.35,5,True,False,0.9091,0.32,12,493
113180256,stackhpc/ansible-role-libvirt-vm,0.1543,4.4,6,True,False,0.7895,0.37,16,652
162147868,stackhpc/ansible-role-openhpc,0.0402,3.87,3,True,True,0.6136,1.39,5,930
91483476,stackhpc/ansible-role-os-flavors,0.2101,0.45,2,True,True,0.5556,0,2,109
91701346,stackhpc/ansible-role-os-images,0.1393,2.58,4,True,True,0.5556,0.1,10,383
91483810,stackhpc/ansible-role-os-networks,0.2333,1.35,3,True,True,0.5556,0,6,276
87464804,stackhpc/ansible-role-os-openstackclient,0.0988,0.71,2,True,True,0.6364,0,6,155
87464592,stackhpc/ansible-role-os-shade,0.1018,0.63,2,True,True,0.7,0,6,150
76951710,stackhpc/drac,0.1728,0.74,3,True,False,0.5,0.11,8,1680
35403824,StackStorm/ansible-st2,0.058,13.5,6,True,True,0.9057,1.94,39,2487
214417322,STEAMULO/ansible-role-steamengine,0.0207,5.05,2,True,True,0.8507,0,7,1422
51383678,STEAMULO/ansible-role-tomcat7,0.3945,0.39,2,False,False,0.4545,0,15,241
62782766,stefangweichinger/ansible-rclone,0.0122,3.04,2,True,False,0.7692,0.02,13,406
64954128,stellar/go,0.1597,49.67,3,False,True,0.0051,24.83,88,118238
127802722,StephenSorriaux/ansible-kafka-admin,0.1271,1.8,2,True,True,0.2963,1.23,10,2377
95896053,stone-payments/ansible-rabbitmq,0.046,5.24,5,False,True,0.6667,0.07,7,1328
26865033,Stouts/Stouts.openvpn,0.1397,3.96,5,True,True,0.8871,1.07,20,985
87827383,stuvusIT/sympa,0.0397,1.21,3,False,True,0.7692,0.1,2,580
40607624,systemli/ansible-role-etherpad,0.0296,1.89,4,False,True,0.7778,0.02,4,459
196591609,Talend/ansible-talend-platform,0.1544,1.69,2,False,True,0.7987,0.08,2,7478
147340550,Tecnativa/ansible-role-hetzner-rescue-installimage,0.1364,1.23,2,True,True,0.6,0,4,95
51256537,tecris/ansible-maven,0.5083,1.51,2,True,True,0.5625,0,11,148
90368490,Temelio/ansible-role-maxmind-geoip,0.0727,5.42,3,True,True,0.5833,0,6,587
59742815,Temelio/ansible-role-sftp,0.0592,3.41,3,True,True,0.4444,0,7,397
133630811,Temelio/ansible-role-systemd-notify,0.0441,1.86,2,True,True,0.5161,0,4,390
61397627,tenforwardconsulting/subspace,0.089,6.19,3,True,True,0.4876,0.13,34,3509
61697823,thingsym/vap,0.0074,8.52,1,True,True,0.7895,0,24,5071
28326730,thingsym/vaw,0.0066,9.46,1,True,True,0.7044,0,41,5907
30940531,threatstack/threatstack-ansible,0.0218,2.01,5,True,True,0.7391,0.03,25,449
137417148,timorunge/ansible-custom-nginx,0.0701,2.47,2,True,True,0.6154,0,6,916
125430783,timorunge/ansible-pmm-client,0.1641,2.17,2,True,True,0.6,0.12,11,596
143024767,timorunge/ansible-sssd,0.0709,2.1,1,True,True,0.5517,0.38,13,2202
271492681,titom73/ansible-avd-cloudvision-demo,0.0453,9.82,1,False,True,0.3898,0,2,9614
162534209,TituxMetal/cffa,0.1235,1.79,2,False,False,0,0,3,71
232393357,tobias-richter/ansible-tasmota,0.1621,2.56,3,True,True,0.4,0,3,212
193830474,toolisticon/docker-build-images,0.0402,2.33,1,True,True,0.5,0.13,5,525
40200253,torian/ansible-role-supervisor,0.1701,0.41,2,True,False,0.75,0,5,200
218640028,Townk/ansible-beautiful-output,0.5696,1.09,2,True,True,0.2727,0,3,609
58842707,trailofbits/algo,0.042,19.7,3,False,True,0.568,7.45,2,6508
145854264,transferwise/ansible-thanos,0.0108,5.1,2,False,True,0.8571,0,21,550
117808870,traveloka/ansible-asg-rolling-deployment,0,2.68,3,False,False,0.75,0.5,28,367
112822973,trombik/ansible-role-dovecot,0.0436,1.17,2,True,True,0.4674,0,6,1821
231076758,trombik/ansible-role-netplan,0.0675,0,1,True,True,0.5,0,2,981
111401671,trombik/ansible-role-opensmtpd,0.054,2.97,2,True,True,0.5,0.03,14,2749
86461094,trombik/ansible-role-squid,0.0932,0.71,3,True,True,0.4366,0,5,915
120710118,trombik/ansible-vm-packer-build,0.0536,3.23,3,True,True,0.0317,0,6,2933
73437095,trombik/qansible,0.0477,3.2,3,True,True,0.1667,0.29,36,4073
100571769,Tronde/ansible-role-rhel-patchmanagement,0.0443,1.45,1,True,True,0.4118,0.1,10,691
90275431,tulibraries/ansible-rails_app,0.0167,1.79,3,True,False,0.7333,0.33,12,940
178251144,tulibraries/ansible-role-airflow,0.116,4.14,5,True,True,0.6444,0.6,21,1478
176350542,tulibraries/ansible-role-shibboleth-sp,0.2403,0.75,2,True,False,0.4167,0.58,4,452
96200032,UKCloud/openshift-deployment-ansible,0.1026,7.41,4,False,False,0.8469,0,30,2537
62371062,UnderGreen/ansible-prometheus-exporters-common,0.0577,0.29,3,True,True,0.625,0,4,98
62371591,UnderGreen/ansible-prometheus-node-exporter,0.0543,1.5,4,True,True,0.7143,0.04,7,174
30925564,UnderGreen/ansible-role-mongodb,0.079,6.15,10,True,True,0.62,0.61,39,1738
96306635,UtrechtUniversity/yoda-ansible,0.0536,41.27,2,False,True,0.4966,0.05,20,10765
77779718,vaizard/mage-matrix-stack,0.1142,0.5,1,False,False,0.7317,0,3,1311
151536298,valet-sh/valet-sh,0.3296,16.8,2,False,True,0.9739,0.16,53,7480
167413753,Venafi/ansible-role-venafi,0.098,12.77,2,False,True,0.3889,0.27,9,1288
131585514,victorock/ansible-role-tower-config,0.0139,4,2,True,False,0.8824,0.79,2,1138
193705809,vitabaks/ansible-role-pgcenter,0.06,1.29,2,False,True,0.7143,0,2,94
190206784,vitabaks/postgresql_cluster,0.0833,20.41,2,False,True,0.8532,1.18,3,5427
18005944,vitalk/ansible-secure-ssh,0.027,0.51,2,False,False,0.7143,0,5,108
184446122,VladimirBerezkin/laravel-homestead-vagrant-ansible,0.4351,3,1,False,False,0.1532,0,2,1257
92447023,vmware-archive/column,0.1751,8.06,3,True,True,0.0857,1.09,29,1460
15652878,volanja/ansible_spec,0.0648,3.54,5,True,True,0.3422,0,36,4735
109935566,VSChina/vscode-ansible,0.0004,8.5,2,True,True,0.0455,3.92,12,192185
85245901,wazuh/wazuh-ansible,0.033,32.57,8,False,True,0.8723,2.16,24,5357
96755807,wcm-io-devops/ansible-aem-cms,0.1302,2.77,3,True,True,0.7692,0,5,421
96759001,wcm-io-devops/ansible-aem-dispatcher,0.1199,1.77,3,True,True,0.76,0,6,323
116988120,wcm-io-devops/ansible-conga-aem-dispatcher-smoke-test,0.0977,1.65,2,True,True,0.5238,0,7,471
96761131,wcm-io-devops/ansible-conga-aem-packages,0.1239,1.88,3,True,True,0.5385,0,7,191
116987987,wcm-io-devops/ansible-conga-aem-smoke-test,0.0904,0.85,2,True,True,0.625,0,4,161
143967403,wcm-io-devops/ansible-conga-ansible-controlhost,0.1326,2.41,2,True,True,0.7857,0.3,12,445
96760184,wcm-io-devops/ansible-conga-facts,0.0933,1.52,3,True,True,0.3125,0,4,447
156863592,wcm-io-devops/ansible-jenkins-configuration-as-code,0.1973,2.5,3,True,True,0.5556,0,18,297
134746840,wcm-io-devops/ansible-jenkins-pipeline-library,0.0945,3.55,2,True,True,0.4545,0,18,364
129082000,WesleyCharlesBlake/devops-tools,0.1343,0.82,1,False,False,0.3333,0,2,58
66167091,wied03/ansible-ruby,0.0487,11.34,2,True,True,0.0061,0.24,31,8738
121174236,wikitops/ansible_docker,0.5846,1.07,1,False,False,0.6111,0,8,253
28204193,willshersystems/ansible-sshd,0.0479,4.35,6,True,True,0.8095,0.1,36,1351
221674140,world-direct/k8s-setup,0.0744,18.58,2,False,False,0.6742,5.33,3,14786
130664395,wso2/ansible-apim,0.3147,6.62,4,False,True,0.6818,0.9,9,1751
143966474,wso2/ansible-ei,0.3924,2.47,3,False,True,0.8507,0.78,4,765
143966393,wso2/ansible-is,0.3116,2.8,3,False,True,0.3448,0.48,8,422
132911905,wtnb75/selenible,0.1491,1.57,1,False,True,0.2881,0,4,2739
122066350,xebialabs-community/xlr-ansible-tower-plugin,0.1013,1.93,5,True,True,0.0455,0.28,8,1614
184282432,Xilonz/trellis-nixstats,0.0181,0.7,1,False,True,0.75,0,2,163
213608689,xoxys/ansible-doctor,0.0855,11.77,1,False,True,0.3091,0.08,4,1796
162205933,xoxys/ansible-later,0.0644,10.59,2,False,True,0.1129,0.05,16,3078
52670312,Yannik/ansible-role-relaymail,0.3032,0.84,2,True,True,0.5,0,2,239
23188212,yatesr/ansible-timezone,0.0263,0.16,3,True,False,0.8,0,3,259
102062478,you21979/ansible-electrumx,0.0029,4.46,1,True,False,0.9062,0,5,1047
101551487,zaxos/tomcat-ansible-role,0.0367,1.42,3,True,True,0.8056,0.15,11,551
109606113,ZoeyCluff/ansible-role-betterpress,0.1115,9.85,2,True,True,0.7353,0,5,534
